,open,high,low,close,volume,close_settlement,close_quote,funding_rate,avg_vader_compound,article_count,high_close_ratio,low_close_ratio,open_close_ratio,volume_avg_ratio,returns_1d,returns_3d,returns_7d,log_returns,ma_5,price_ma_5_ratio,ma_10,price_ma_10_ratio,ma_20,price_ma_20_ratio,ema_12,ema_26,macd,macd_signal,macd_normalized,macd_signal_normalized,rsi,rsi_normalized,bb_middle,bb_upper,bb_lower,bb_position,bb_width,volatility_10,volatility_20,volume_sma_20,volume_change,vader_ma_3,vader_ma_7,article_count_norm,funding_rate_ma,momentum_5,momentum_10,day_of_week,day_sin,day_cos,next_close,target_return,target_direction
2017-08-27,4337.44,4400.0,4285.54,4310.01,350.692585,,,,,,1.0208793019041718,0.9943225189732738,1.0063642543752798,,-0.006324006787413627,-0.0013901728679961423,0.05474892873486725,-0.006344088025697059,4271.63,1.0089848605801532,4174.879,1.032367644667067,,,4221.57016975686,4200.684448216558,20.885721540302256,6.910825093337973,0.004845863824051976,0.0016034359765610688,,,,,,,,0.02422524267330043,,,0.5373966737555289,,,,,0.06683415841584162,0.0058178610434345135,6,-0.7818314824680299,0.6234898018587334,4355.01,0.010440811042201757,1
2017-08-28,4310.01,4370.45,4124.54,4355.01,467.505439,,,,,,1.0035453420313616,0.9470793408051875,0.9896670730951249,,0.010440811042201847,0.017364063653438233,0.0844148406374503,0.010386682214501711,4319.83,1.008143838993664,4199.543,1.037019980507403,,,4245.295333509866,4219.64577387006,25.649559639806284,10.93511940173644,0.0058896672200078265,0.002510928654982753,,,,,,,,0.019252547104848174,,,0.33309188444916793,,,,,0.05858031458358148,0.06003354128279592,0,0.0,1.0,4587.48,0.05337990039058448,1
2017-08-29,4386.69,4625.85,4313.55,4587.48,603.545028,,,,,,1.0083640691621545,0.9402874780925476,0.9562308718512125,,0.05337990039058438,0.0576469069312775,0.1355148514851483,0.052003947185079225,4374.124,1.0487768522337273,4244.293,1.0808584609969198,,,4304.711591031132,4262.7374871136135,41.97410391751873,17.504046913979334,0.009149708318623457,0.0038156126923669063,,,,,,,,0.024422670039798353,,,0.29099038781450415,,,,,0.06289837141248489,0.10809230962468419,1,0.7818314824680298,0.6234898018587336,4555.14,-0.007049622014700716,0
2017-08-30,4587.48,4647.51,4416.01,4555.14,808.468771,,,,,,1.0202781912301269,0.9694564821278819,1.007099672018862,,-0.007049622014700718,0.0568745780172204,0.10722628287242864,-0.007074588003020003,4429.0160000000005,1.0284767542045457,4291.178,1.0615127128261752,,,4347.351553348178,4295.57776912479,51.77378422338734,24.673301528298143,0.011366013826882891,0.005416584677594573,62.71900079122872,0.6271900079122872,,,,,,0.023853642342642672,,,0.33953347885089347,,,,,0.06411598157302101,0.11473732897077804,2,0.9749279121818236,-0.22252093395631434,4724.89,0.03726559447130055,1
2017-08-31,4555.14,4745.42,4555.14,4724.89,556.956802,,,,,,1.0043450747001517,0.9640732376838402,0.9640732376838402,,0.03726559447130051,0.08493206674611531,0.09473564704437676,0.036588014556291786,4506.506,1.0484597157975601,4362.067,1.0831768517081466,,,4410.595706395013,4342.018836317955,68.57687007705772,33.774225534641424,0.014513961187891722,0.007148150652108604,67.85827398305986,0.6785827398305986,,,,,,0.022852609672975272,,,-0.3110967028310855,,,,,0.08932688406064426,0.17651643426294839,3,0.43388373911755823,-0.900968867902419,4834.91,0.02328519817392564,1
2017-09-01,4724.89,4885.55,4654.88,4834.91,560.666366,,,,,,1.0104738247454452,0.962764560250346,0.9772446643267404,,0.023285198173925714,0.05393592996590724,0.12947242026967665,0.02301823420963648,4611.486,1.0484494585910051,4441.558,1.0885617164067203,,,4480.716988942578,4393.579301043355,87.13768789922233,44.75602827460483,0.01802260805252266,0.00925684827113738,81.19000601013147,0.8119000601013147,,,,,,0.022611227856004768,,,0.006660416008349657,,,,,0.12178626035670437,0.19675990099009888,4,-0.433883739117558,-0.9009688679024191,4472.14,-0.07503138631329219,0
2017-09-02,4834.91,4939.19,4286.87,4472.14,929.148595,,,,,,1.1044354604283406,0.9585724060516888,1.081117764649586,,-0.0750313863132922,-0.018221174321755185,0.031055184625032428,-0.07799547319489142,4634.912,0.9648813181350585,4477.371000000001,0.9988316804660591,,,4479.315566549041,4401.553898047761,77.76166850127993,51.509224786410485,0.017388021953981744,0.011517802391340719,61.102643295495625,0.6110264329549563,,,,,,0.03719303478668639,,,0.657221926167763,,,,,0.02689546063040038,0.08705131975858116,5,-0.9749279121818236,-0.2225209339563146,4509.08,0.008260027637775114,1
2017-09-03,4472.14,4714.76,4298.33,4509.08,691.216198,,,,,,1.0456146264869997,0.9532609756313927,0.9918076414701004,,0.008260027637775114,-0.04567513741060647,0.04618782787046882,0.008226100308568417,4619.232000000001,0.9761536116826345,4496.678,1.0027580360434971,,,4484.132883534563,4412.177287346633,71.95559618792959,55.67351627306454,0.015957932923773715,0.012346979045185391,64.29204048380448,0.6429204048380448,,,,,,0.03444278399684671,,,-0.25607572166645753,,,,,-0.01708999276291112,0.044733445937335636,6,-0.7818314824680299,0.6234898018587334,4100.11,-0.09069921136905983,0
2017-09-04,4509.08,4527.49,3972.51,4100.11,1394.644614,,,,,,1.1042362278085223,0.9688788837372657,1.0997461043728096,,-0.09069921136905978,-0.15197800993193256,-0.058530290401170304,-0.0950793389560895,4528.226000000001,0.9054561322690164,4478.621,0.9154849227027694,,,4422.472909444771,4382.089485266528,40.38342417824333,52.5707827516008,0.009849351402338799,0.012821798135074622,52.31352356432811,0.5231352356432811,,,,,,0.04590912359851052,,,1.0176677254313997,,,,,-0.09989374640516002,-0.042182550435912236,0,0.0,1.0,4366.47,0.06496411071898085,1
2017-09-05,4100.11,4484.99,3603.0,4366.47,1228.938157,,,,,,1.0271432072131492,0.8251516671361534,0.9389987793343363,1.673855921706564,0.0649641107189809,-0.023628508946499927,-0.04817677679248722,0.06294109973815225,4456.5419999999995,0.9797888138381734,4481.523999999999,0.9743270369633189,4326.955,1.0091322881795628,4413.540896037102,4380.616449085901,32.92444695120139,48.595685844449406,0.007540289284296328,0.0111292842603864,57.92345217581246,0.5792345217581246,4326.955,4788.946066876498,3864.963933123502,0.5427659784280674,0.21354096212070514,0.05065072763038551,,734.1959012499999,-0.11881625995366296,,,,,-0.07585785065895712,0.006692887970784822,1,0.7818314824680298,0.6234898018587336,4619.77,0.05801024626299967,1
2017-09-06,4366.49,4662.87,4335.26,4619.77,803.372921,,,,,,1.0093294687830778,0.9384146829820532,0.9451747597824133,1.0936090860648233,0.058010246262999665,0.024548244874786018,0.014188367426687165,0.05639001794781342,4413.514,1.0467328301213048,4512.5,1.0237717451523547,4343.6894999999995,1.0635589859726393,4446.248120195678,4402.723150160192,43.52497003548615,47.57210178607538,0.00942145821880443,0.010297504374909438,61.292108741471104,0.6129210874147111,4343.6894999999995,4823.208125223035,3864.170874776964,0.7878725512190373,0.22078862921626205,0.05350269525596839,0.04060161638500931,734.6070284499999,-0.34628694176024355,,,,,-0.04449720884152952,0.0718699028540537,2,0.9749279121818236,-0.22252093395631434,4691.61,0.015550557711747388,1
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,,,,,,1.020670942384384,0.9459844275206166,0.9846875592813557,0.715273833831379,0.015550557711747404,0.14426442217403923,-0.007043550220216854,0.015430886827327768,4457.408,1.0525421949258402,4546.160000000001,1.0319940345258414,4372.8515,1.0728948833501435,4484.977686809875,4428.945534800649,56.03215200922659,49.276689467791954,0.011943054092140352,0.01050315125677368,58.90351209891528,0.5890351209891528,4372.8515,4862.9365611572175,3882.7664388427816,0.8252073214059297,0.2241489614532842,0.05354997698768679,0.03919120259768513,699.634114,-0.3770888190043936,,,,,0.04907493951441566,0.07729029324846537,3,0.43388373911755823,-0.900968867902419,4282.8,-0.0871363988055272,0
2017-09-08,4691.61,4735.39,4028.93,4282.8,1132.255046,,,,,,1.1056761931446717,0.940723358550481,1.0954539086578872,1.5359246442733816,-0.08713639880552726,-0.019161931720589,-0.11419240482242687,-0.09116880582997182,4412.152,0.9706827869937391,4515.692,0.9484260662596121,4379.9925,0.9778098935100916,4453.191764694739,4415.897692692143,37.294072002595385,46.86593539445971,0.008707871486549777,0.01094282604708595,50.04269442072532,0.5004269442072532,4379.9925,4859.845822671573,3900.139177328428,0.3987268656817011,0.21911148143361997,0.058735307714825824,0.044527280480191986,737.18137815,1.2625643997444396,,,,,-0.05018318592706272,-0.06641554840566044,4,-0.433883739117558,-0.9009688679024191,4286.45,0.0008522461940785552,1
2017-09-09,4282.8,4426.62,4150.06,4286.45,473.373207,,,,,,1.0327007197097833,0.9681811289062046,0.9991484795110174,0.6418655548966522,0.000852246194078532,-0.07215077806903825,-0.04152150871842131,0.0008518832384945755,4449.42,0.9633727542016711,4488.823,0.954916244191406,4390.0005,0.9764121894746937,4427.06508746152,4404.5137315938255,22.551355867694838,41.979946056823024,0.005261079883748752,0.009793639505143656,48.95067190747639,0.4895067190747639,4390.0005,4852.082081563257,3927.9189184367433,0.3879521451064105,0.21051550293138088,0.058761674957679935,0.04437895194814099,737.4958874,-0.5819199846604173,,,,,0.0454475611629932,-0.058986112391715806,5,-0.9749279121818236,-0.2225209339563146,4130.37,-0.03641241586860921,0
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,,,,,,1.036953105896082,0.9202565387604501,1.0310964877238602,0.897334814086375,-0.036412415868609216,-0.1196263116499453,-0.08398830803622914,-0.03709189320260629,4402.2,0.938251328881014,4429.371,0.9324958329297771,4395.719,0.9396346763749002,4380.707901847802,4380.734611167474,-0.026709319672590937,33.54675528757804,-6.466568291119424e-06,0.00812197340373333,46.489074776218565,0.46489074776218564,4395.719,4840.831567851042,3950.6064321489584,0.20193045628763276,0.20252093814506414,0.05755416036831063,0.04505005496189248,735.92739815,0.3950372882003861,,,,,-0.05407113755505022,-0.12582726793639654,6,-0.7818314824680299,0.6234898018587334,4208.47,0.018908717620939618,1
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,,,,,,1.029930117120949,0.9739667860291269,0.9869667598913618,0.9687188282386091,0.018908717620939708,-0.01735546838516855,0.02642855923377674,0.018732169875663014,4319.9400000000005,0.9741964008759381,4366.727,0.9637584396734672,4404.1425,0.9555708063487955,4353.8609623291295,4365.979329491423,-12.118367162293907,24.38604424734724,-0.002879518485885347,0.005794515405205987,47.17257081114455,0.47172570811144554,4404.1425,4826.716508410612,3981.5684915893885,0.2684754668939949,0.1918984267246628,0.057273378270806426,0.045196794326975494,722.5926085,0.059989995809566876,,,,,-0.08903040627563708,-0.12956601053587335,0,0.0,1.0,4163.72,-0.010633318046701057,0
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,,,,,,1.0554480128346766,0.970478322269509,1.0107788227834724,1.2276470137776976,-0.01063331804670109,-0.02863208482543822,-0.046433388984694735,-0.010690255757263747,4214.361999999999,0.9879834717568166,4335.885,0.9602929967007889,4406.628,0.9448766721402397,4324.283348074036,4348.853190026415,-24.569841952378738,14.571136015444653,-0.005900935209951374,0.003499547523715488,41.1851827198296,0.411851827198296,4406.628,4822.549126510659,3990.7068734893405,0.20798790381501056,0.18877070018647338,0.05288516518541785,0.045145217211573344,716.5172962,0.2566343718526518,,,,,-0.11251787765820254,-0.06896474618415349,1,0.7818314824680298,0.6234898018587336,3944.69,-0.05260440183297633,0
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,,,,,,1.0559460946234052,0.9531800978023621,1.0545112543697985,1.2637491973379782,-0.05260440183297632,-0.0449548103438675,-0.14612848691601532,-0.054038534727658016,4146.74,0.9512749774521673,4279.446000000001,0.9217758560337014,4388.062,0.8989594951028496,4265.336037268619,4314.989963352132,-49.65392608351249,1.7012295761484444,-0.012587535670360025,0.00043127079089825675,38.21693426035662,0.38216934260356616,4388.062,4851.455771014174,3924.668228985825,0.02160340974195212,0.21120657411594218,0.05455883959204943,0.04523992548047367,722.8194857999999,0.03846186888880987,,,,,-0.07894601662463807,-0.1251674399212256,2,0.9749279121818236,-0.22252093395631434,3189.02,-0.1915663841772104,0
2017-09-14,3944.69,3993.0,3165.13,3189.02,1665.021543,,,,,,1.2521087983142156,0.992508670375225,1.2369599438071885,2.1418100330606684,-0.1915663841772104,-0.24223767782590833,-0.32027171909003516,-0.21265671116187077,3927.254,0.8120228536274965,4188.337,0.7614048248744071,4333.479,0.7359029546468322,4098.435276484496,4221.556835009849,-123.12155852535307,-23.302018696838505,-0.038607960603995295,-0.007306952824641584,25.822894005270285,0.25822894005270286,4333.479,5042.3060866839405,3624.65191331606,-0.3072906788551553,0.32713996614911034,0.07589411192384,0.06179498961078081,777.38992595,0.8227584175331459,,,,,-0.25602304937652365,-0.22221111140920602,3,0.43388373911755823,-0.900968867902419,3700.0,0.16023104276548908,1
2017-09-15,3189.02,3856.0,2817.0,3700.0,1968.866492,,,,,,1.0421621621621622,0.7613513513513513,0.8618972972972972,2.2776527832731333,0.16023104276548916,-0.1113715619686243,-0.13607920052302236,0.14861916008344211,3841.1800000000003,0.9632456692995381,4121.6900000000005,0.8976900252081063,4301.607,0.8601436625893533,4036.726556115685,4178.660024806595,-141.9334686909101,-47.0577168255275,-0.038360396943489215,-0.012718301844737162,34.137116500104824,0.34137116500104825,4301.607,5064.914718953985,3538.2992810460146,0.10592105578047564,0.35489421462908416,0.09224263952914508,0.07279908539601895,864.4278471499999,0.18248709770597848,,,,,-0.10419647634473428,-0.1526335918945968,4,-0.433883739117558,-0.9009688679024191,3714.95,0.004040540540540491,1
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,,,,,,1.063271376465363,0.934241376061589,0.9889796632525338,1.4231241853719243,0.004040540540540594,-0.05824031799710505,-0.1333271121790759,0.004032399478769413,3742.4759999999997,0.9926449762136084,4031.208,0.921547585736087,4271.854,0.8696341213908527,3986.9419112188325,4140.830181365401,-153.88827014656817,-68.44500843743023,-0.041424048815345615,-0.018424207173025273,38.276723756204646,0.38276723756204645,4271.854,5078.918166976109,3464.789833023891,0.15498158462009515,0.3778519429625212,0.08918839005538765,0.07282841251389298,911.77141555,-0.3409588927068804,,,,,-0.11726827089179692,-0.1958582353666959,5,-0.9749279121818236,-0.2225209339563146,3699.99,-0.0040269720992207264,0
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,,,,,,1.013032467655318,0.9456836369828027,0.9960108000291893,0.7394772156371054,-0.00402697209922076,0.16022790700591405,-0.10419889743533872,-0.0040351021851244145,3649.7300000000005,1.0137708816816584,3932.046,0.9409833964302554,4239.103,0.8728238025827633,3942.583943899082,4105.134040288109,-162.55009638902675,-87.28094939766459,-0.043932577220215936,-0.023589509538583776,37.387332616252785,0.37387332616252783,4239.103,5084.223441098252,3393.982558901748,0.18104368692146933,0.3987260706325145,0.0885859373751215,0.0727408905275186,922.5047041000001,-0.4742677550321869,,,,,-0.1113739636671055,-0.21136027930710355,6,-0.7818314824680299,0.6234898018587334,4035.01,0.0905461906653803,1
2017-09-18,3699.99,4123.2,3690.0,4035.01,1030.006455,,,,,,1.021856203578182,0.9144958748553287,0.9169717051506686,1.091307632379129,0.09054619066538039,0.09054324324324337,-0.04121687929342488,0.08667866308976352,3667.7940000000003,1.1001190361290738,3907.267,1.032693696130825,4211.4794999999995,0.95809797958176,3956.860942772555,4099.49479272366,-142.63384995110482,-98.3585507723685,-0.035349069754747775,-0.024376284265062168,48.961225466730504,0.489612254667305,4211.4794999999995,5044.6866105761965,3378.272389423802,0.39410225995433296,0.3956838021299628,0.09136285351507448,0.07477122945793957,943.8277754500001,0.5098943489567671,,,,,0.0228966027748696,-0.05785700943308114,0,0.0,1.0,3910.04,-0.030971422623487982,0
2017-09-19,4035.01,4089.97,3830.91,3910.04,902.332129,,,,,,1.046017432046731,0.9797623553723235,1.0319613098587228,0.9513043811274533,-0.030971422623487954,0.05251483869231088,-0.06092628707021608,-0.0314611759096125,3811.9979999999996,1.02571932094403,3869.6259999999993,1.0104439033643047,4179.2245,0.93558984447952,3949.633043976938,4084.355230410113,-134.722186433175,-105.6349674861357,-0.03445544967140362,-0.02701633934336623,42.3727737282386,0.423727737282386,4179.2245,5006.339645766804,3352.1093542331964,0.3372750750740732,0.3958223090273345,0.09180307515351895,0.0750191908099218,948.52094335,-0.12395487948665329,,,,,0.2260945368796683,-0.08781392527616094,1,0.7818314824680298,0.6234898018587336,3900.0,-0.0025677486675328037,0
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,,,,,,1.0374564102564103,0.9794871794871794,1.002574358974359,0.7535487746883072,-0.002567748667532843,0.05405690285649434,-0.011329153875209497,-0.0025710509883738984,3851.9979999999996,1.0124615848710203,3846.589,1.0138852890184005,4137.9800000000005,0.9424888472153078,3941.975068229736,4069.7086742915726,-127.73360606183678,-110.05648878339636,-0.03275220668252225,-0.02821961250856317,36.90779780635537,0.3690779780635537,4137.9800000000005,4932.137715159506,3343.822284840495,0.35016830066795834,0.38383835357324375,0.09114805737240353,0.0743679276000184,956.7198570500001,-0.20103135771196734,,,,,0.054054054054053946,-0.05577466425526045,2,0.9749279121818236,-0.22252093395631434,3850.0,-0.01282051282051282,0
2017-09-21,3900.0,3910.0,3800.0,3850.0,200.23698,,,,,,1.0155844155844156,0.987012987012987,1.0129870129870129,0.21331343764204735,-0.012820512820512775,-0.04585118748156758,0.2072674363911171,-0.012903404835907841,3879.0080000000003,0.9925217993878847,3810.7419999999997,1.0103019307001104,4088.7345,0.9416116404721314,3927.790384395682,4052.3466694774283,-124.55628508174641,-112.95738943915148,-0.03235228183941465,-0.02933958167250688,34.56899681335969,0.34568996813359687,4088.7345,4820.6360512880765,3356.8329487119236,0.33690805164994514,0.3580088417519291,0.09089649571547265,0.07403538178652139,938.6983877499999,-0.7222537969563295,,,,,0.03635311377003725,-0.08517822391510455,3,0.43388373911755823,-0.900968867902419,3595.87,-0.06600779220779224,0
2017-09-22,3609.99,3750.0,3505.55,3595.87,838.966425,,,,,,1.0428630623465254,0.9748822955223633,1.0039267270507555,0.8980689926923071,-0.06600779220779218,-0.08034956164131313,-0.028143243243243243,-0.06828718362299134,3858.1839999999997,0.9320110186554089,3753.957,0.9578879033510507,4044.921,0.8889839875735521,3876.6198710288263,4016.4522172257675,-139.83234619694122,-118.33377658061268,-0.038886930338677766,-0.03290824656636994,36.64770849774329,0.36647708497743287,4044.921,4785.049383739496,3304.792616260503,0.1966397925916779,0.3659544321085611,0.09293905339591815,0.0736360073817249,934.18927925,3.1898675509388923,,,,,-0.028140616596260992,-0.13638044825300455,4,-0.433883739117558,-0.9009688679024191,3780.0,0.05120596684529755,1
2017-09-23,3595.87,3817.19,3542.91,3780.0,752.792791,,,,,,1.0098386243386244,0.9372777777777778,0.9512883597883598,0.8031776434637207,0.051205966845297546,-0.03076923076923077,0.017510329883309472,0.049938044954794855,3807.182,0.9928603360700907,3737.488,1.0113744846806199,4008.4669999999996,0.9430038965020793,3861.729214641096,3997.9434960360104,-136.21428139491445,-121.91062042487526,-0.03603552417854879,-0.03225148688488764,40.801217664858825,0.40801217664858824,4008.4669999999996,4723.738651394362,3293.1953486056373,0.34029354472903944,0.35688039911236014,0.09351869336031264,0.07475899692258225,937.2681089,-0.10271404365198522,,,,,-0.06319934770917546,-0.04174979529443379,5,-0.9749279121818236,-0.2225209339563146,3660.02,-0.03174074074074074,0
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,,,,,,1.035510734914017,0.9898197277610505,1.032655559259239,0.7346473333687412,-0.031740740740740736,-0.04934545454545458,-0.010802731899275386,-0.032255397752277336,3757.178,0.9741406981516447,3784.5879999999997,0.9670854528947406,3986.4625,0.9181122360990477,3830.6510042371046,3971.602631830908,-140.95162759380355,-125.71945470980627,-0.03851116321599433,-0.034349390087979374,41.343389614644195,0.41343389614644194,3986.4625,4716.782862951836,3256.142137048164,0.2765073270854912,0.3664002172110417,0.06710605611387782,0.07236994592787305,900.6176976999999,-0.12109095901265077,,,,,-0.06394307986619063,0.1476942759844717,6,-0.7818314824680299,0.6234898018587334,3920.75,0.07123731564308393,1
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,,,,,,1.0150787476885799,0.9318854810941785,0.9334999681183447,0.8314518268922702,0.07123731564308389,0.09034809378537045,-0.028317154108663978,0.06881435015317797,3761.328,1.0423844982410468,3806.6629999999996,1.0299703441045347,3964.1765,0.9890452657695741,3844.529779196335,3967.6540115363987,-123.12423234006383,-125.20034123384124,-0.03140323467195404,-0.031932752976813424,45.03818110328557,0.4503818110328557,3964.1765,4672.543981386081,3255.809018613919,0.46934747772792573,0.35738443098387834,0.0493828611389545,0.07269338275902397,875.5705255,0.1002942462097649,,,,,0.005320512820512713,0.05966216216216225,0,0.0,1.0,3882.35,-0.009794044506790816,0
2017-09-26,3920.75,3976.99,3850.05,3882.35,526.727987,,,,,,1.024376988164385,0.9916802967274976,1.0098909165840277,0.6112389340920155,-0.009794044506790778,0.027076719576719643,-0.007081768984460557,-0.009842321638232036,3767.798,1.0304029037650109,3823.403,1.0154174174158466,3927.3055,0.9885530932085624,3850.354450516641,3961.053890563056,-110.69944004641502,-122.29985256349664,-0.028513513734314273,-0.03150150104021962,45.137038150840475,0.45137038150840475,3927.3055,4565.259408134598,3289.3515918654025,0.46476587146283665,0.32488122359444543,0.049664526571220884,0.07127560731904015,861.7382787999999,-0.276467290772756,,,,,0.008402597402597412,0.045061171751975104,1,0.7818314824680298,0.6234898018587336,4193.0,0.08001596970906799,1
2017-09-27,3882.35,4249.94,3872.81,4193.0,628.170966,,,,,,1.0135797758168374,0.9236370140710708,0.9259122346768424,0.7235947915422897,0.08001596970906788,0.14562215507019083,0.07512820512820517,0.0769758277944606,3887.2239999999997,1.0786617905219766,3872.704,1.0827060369189072,3902.375,1.0744738780870624,3903.116486651934,3978.9409819251773,-75.82449527324343,-113.00399030094268,-0.018083590573156075,-0.026950629692569204,54.159839979092744,0.5415983997909275,3902.375,4446.662317565965,3358.087682434035,0.7669775600317728,0.2789518268059657,0.05472519142920096,0.07372583519886648,868.12532835,0.19259082772072267,,,,,0.1660599521117283,0.13324630607109755,2,0.9749279121818236,-0.22252093395631434,4174.5,-0.00441211543047937,0
