datetime,open,high,low,close,volume
2021-08-13 06:30:00,44847.26,44847.26,44847.26,44847.26,0.0
2021-08-13 06:30:01,44847.27,44930.0,44847.27,44923.01,15.448023
2021-08-13 06:30:02,44926.89,44930.0,44923.01,44925.17,4.107502
2021-08-13 06:30:03,44930.0,44930.0,44925.17,44930.0,4.406965
2021-08-13 06:30:04,44927.6,44930.0,44927.6,44930.0,12.717629
2021-08-13 06:30:05,44927.61,45034.0,44927.61,45034.0,93.487621
2021-08-13 06:30:06,45023.03,45023.03,45023.0,45023.01,0.824535
2021-08-13 06:30:07,45023.01,45023.01,44995.0,45022.91,2.003139
2021-08-13 06:30:08,45022.91,45100.0,45022.91,45075.27,20.739183
2021-08-13 06:30:09,45089.36,45089.36,45075.27,45075.27,2.347036
2021-08-13 06:30:10,45075.28,45090.12,45060.0,45090.12,2.63813
2021-08-13 06:30:11,45090.12,45090.12,45039.25,45082.24,0.712499
2021-08-13 06:30:12,45082.22,45100.0,45039.27,45100.0,12.202489
2021-08-13 06:30:13,45099.97,45099.97,45039.01,45039.02,1.810139
2021-08-13 06:30:14,45093.6,45093.6,45023.01,45053.79,2.287678
2021-08-13 06:30:15,45053.79,45100.0,45025.2,45062.85,1.345823
2021-08-13 06:30:16,45093.41,45097.41,45060.87,45097.41,0.502655
2021-08-13 06:30:17,45095.49,45095.49,45043.52,45086.45,0.430137
2021-08-13 06:30:18,45077.31,45093.41,45040.87,45079.59,0.76002
2021-08-13 06:30:19,45080.08,45100.0,45076.42,45077.9,0.924762
2021-08-13 06:30:20,45078.14,45098.68,45076.51,45097.21,1.635584
2021-08-13 06:30:21,45080.26,45095.79,45076.42,45095.79,0.501619
2021-08-13 06:30:22,45082.65,45100.0,45051.05,45071.81,1.879018
2021-08-13 06:30:23,45054.66,45096.44,45051.05,45088.96,0.601676
2021-08-13 06:30:24,45088.95,45117.0,45055.45,45115.0,26.345195
2021-08-13 06:30:25,45115.0,45117.0,45110.0,45110.0,0.662217
2021-08-13 06:30:26,45110.0,45116.99,45098.63,45098.67,0.664567
2021-08-13 06:30:27,45116.99,45132.13,45084.84,45084.84,11.54117
2021-08-13 06:30:28,45084.84,45155.0,45051.63,45150.0,10.765001
2021-08-13 06:30:29,45150.01,45188.0,45150.0,45187.44,17.214208
2021-08-13 06:30:30,45187.44,45194.0,45182.18,45182.19,2.861387
2021-08-13 06:30:31,45182.19,45194.0,45166.11,45167.06,1.454745
2021-08-13 06:30:32,45190.29,45194.0,45150.0,45150.03,0.945985
2021-08-13 06:30:33,45174.16,45195.0,45150.01,45195.0,2.274611
2021-08-13 06:30:34,45195.0,45198.87,45194.0,45198.87,0.517748
2021-08-13 06:30:35,45198.88,45200.0,45194.0,45200.0,2.880369
2021-08-13 06:30:36,45200.0,45200.0,45194.01,45200.0,28.066731
2021-08-13 06:30:37,45194.0,45200.0,45194.0,45200.0,1.031331
2021-08-13 06:30:38,45195.0,45200.0,45195.0,45200.0,1.709091
2021-08-13 06:30:39,45200.0,45200.0,45194.0,45194.0,1.825763
2021-08-13 06:30:40,45200.0,45222.0,45194.0,45221.99,5.333694
2021-08-13 06:30:41,45221.96,45222.0,45194.0,45222.0,5.798951
2021-08-13 06:30:42,45221.98,45222.0,45200.0,45221.93,0.261338
2021-08-13 06:30:43,45200.0,45241.63,45200.0,45240.0,2.44032
2021-08-13 06:30:44,45240.01,45240.01,45240.0,45240.0,1.339861
2021-08-13 06:30:45,45240.0,45240.01,45240.0,45240.01,0.296802
2021-08-13 06:30:46,45240.01,45242.37,45240.0,45242.37,0.830521
2021-08-13 06:30:47,45242.37,45247.48,45242.36,45247.48,0.319508
2021-08-13 06:30:48,45247.47,45247.47,45242.36,45242.37,0.564209
2021-08-13 06:30:49,45242.37,45247.74,45242.36,45242.36,1.022711
2021-08-13 06:30:50,45242.37,45250.0,45242.36,45242.36,3.340899
2021-08-13 06:30:51,45242.37,45244.28,45242.36,45242.36,1.028537
2021-08-13 06:30:52,45242.36,45250.0,45240.01,45240.02,2.186529
2021-08-13 06:30:53,45240.01,45250.61,45240.0,45250.61,2.763599
2021-08-13 06:30:54,45250.62,45258.41,45250.61,45258.41,1.305418
2021-08-13 06:30:55,45258.41,45263.0,45250.62,45263.0,0.570136
2021-08-13 06:30:56,45251.76,45269.5,45251.76,45254.96,4.639638
2021-08-13 06:30:57,45269.44,45269.44,45255.64,45257.76,0.381671
2021-08-13 06:30:58,45262.65,45269.5,45250.61,45264.13,8.827327
2021-08-13 06:30:59,45264.13,45281.17,45264.12,45280.48,3.97711
2021-08-13 06:31:00,45279.34,45300.0,45264.72,45274.98,4.682529
2021-08-13 06:31:01,45274.98,45300.0,45269.94,45296.28,16.055691
2021-08-13 06:31:02,45293.88,45300.0,45279.04,45299.74,0.682501
2021-08-13 06:31:03,45281.32,45391.23,45281.3,45370.0,24.537259
2021-08-13 06:31:04,45370.01,45400.0,45370.0,45370.0,10.379653
2021-08-13 06:31:05,45370.01,45428.57,45370.0,45428.57,2.44443
2021-08-13 06:31:06,45403.0,45431.5,45376.08,45384.51,0.548648
2021-08-13 06:31:07,45382.58,45435.76,45370.0,45396.57,1.464672
2021-08-13 06:31:08,45420.59,45429.66,45391.2,45425.32,0.424251
2021-08-13 06:31:09,45425.32,45425.32,45400.0,45400.01,0.811236
2021-08-13 06:31:10,45404.36,45437.0,45400.0,45421.24,4.082357
2021-08-13 06:31:11,45421.38,45444.25,45400.0,45404.65,4.98273
2021-08-13 06:31:12,45439.25,45455.0,45404.15,45440.9,8.428005
2021-08-13 06:31:13,45440.9,45455.0,45370.0,45422.12,4.944196
2021-08-13 06:31:14,45422.12,45455.0,45320.0,45337.91,3.640818
2021-08-13 06:31:15,45337.91,45455.0,45337.91,45421.54,0.336995
2021-08-13 06:31:16,45451.39,45456.56,45421.54,45456.56,0.402395
2021-08-13 06:31:17,45455.28,45456.56,45450.0,45450.01,0.589626
2021-08-13 06:31:18,45453.63,45462.0,45436.14,45437.5,1.622751
2021-08-13 06:31:19,45437.5,45462.0,45423.78,45425.81,0.466691
2021-08-13 06:31:20,45426.59,45437.5,45421.54,45421.56,0.740238
2021-08-13 06:31:21,45421.54,45437.5,45421.54,45437.5,1.033394
2021-08-13 06:31:22,45434.27,45473.68,45421.81,45473.68,5.165544
2021-08-13 06:31:23,45471.93,45485.0,45441.02,45448.67,1.330579
2021-08-13 06:31:24,45449.45,45490.0,45428.67,45432.98,2.218164
2021-08-13 06:31:25,45432.98,45450.65,45431.14,45446.11,0.280382
2021-08-13 06:31:26,45445.3,45450.65,45404.05,45450.65,1.402863
2021-08-13 06:31:27,45444.68,45450.65,45404.05,45407.81,1.120024
2021-08-13 06:31:28,45427.97,45481.93,45401.04,45475.31,1.697686
2021-08-13 06:31:29,45475.31,45481.93,45428.3,45444.82,0.977235
2021-08-13 06:31:30,45455.12,45455.52,45430.46,45443.66,0.326655
2021-08-13 06:31:31,45443.66,45445.39,45430.47,45441.85,0.865565
2021-08-13 06:31:32,45441.85,45445.39,45441.85,45445.39,0.162968
2021-08-13 06:31:33,45445.39,45500.0,45443.61,45482.01,6.341587
2021-08-13 06:31:34,45500.0,45500.0,45481.93,45481.93,2.170649
2021-08-13 06:31:35,45481.95,45500.0,45481.93,45495.12,3.803977
2021-08-13 06:31:36,45498.11,45500.0,45482.66,45500.0,0.536652
2021-08-13 06:31:37,45500.0,45500.0,45495.02,45499.96,1.349612
2021-08-13 06:31:38,45499.95,45500.0,45481.93,45482.91,1.68828
2021-08-13 06:31:39,45493.71,45495.02,45481.93,45492.98,0.859427
2021-08-13 06:31:40,45492.98,45495.02,45482.16,45488.67,0.760462
2021-08-13 06:31:41,45495.02,45495.02,45488.52,45495.02,0.956456
2021-08-13 06:31:42,45495.02,45495.02,45488.8,45493.24,0.750772
2021-08-13 06:31:43,45495.02,45500.0,45493.24,45500.0,0.397369
2021-08-13 06:31:44,45493.54,45500.0,45493.54,45499.96,6.074265
2021-08-13 06:31:45,45500.0,45500.0,45465.61,45468.21,2.883138
2021-08-13 06:31:46,45498.86,45500.0,45467.1,45500.0,0.68378
2021-08-13 06:31:47,45498.86,45500.0,45471.16,45498.99,1.306999
2021-08-13 06:31:48,45480.15,45500.0,45480.15,45487.16,0.336592
2021-08-13 06:31:49,45487.32,45498.67,45486.64,45496.79,0.17375
2021-08-13 06:31:50,45496.79,45498.44,45487.68,45496.68,0.432704
2021-08-13 06:31:51,45499.42,45500.0,45478.0,45478.0,0.685083
2021-08-13 06:31:52,45478.02,45488.3,45460.0,45486.74,0.841664
2021-08-13 06:31:53,45485.16,45486.74,45464.68,45485.14,0.28769
2021-08-13 06:31:54,45476.51,45488.0,45475.54,45488.0,0.799704
2021-08-13 06:31:55,45488.0,45488.0,45479.72,45486.01,0.748462
2021-08-13 06:31:56,45486.0,45488.0,45475.1,45475.13,1.66566
2021-08-13 06:31:57,45485.72,45500.0,45476.36,45498.5,1.189422
2021-08-13 06:31:58,45498.45,45500.0,45498.44,45500.0,0.240048
2021-08-13 06:31:59,45500.0,45500.0,45499.95,45499.95,0.28007
2021-08-13 06:32:00,45499.96,45500.0,45499.95,45500.0,1.013562
2021-08-13 06:32:01,45499.99,45500.0,45499.72,45499.72,1.108804
2021-08-13 06:32:02,45499.99,45500.01,45499.72,45500.0,1.175804
2021-08-13 06:32:03,45499.99,45500.0,45499.98,45499.99,0.45073
2021-08-13 06:32:04,45499.99,45501.0,45499.72,45500.0,2.723807
2021-08-13 06:32:05,45500.99,45501.0,45499.72,45500.99,0.088408
2021-08-13 06:32:06,45500.99,45503.0,45500.44,45503.0,0.43389
2021-08-13 06:32:07,45501.01,45504.35,45500.44,45500.44,0.368183
2021-08-13 06:32:08,45500.44,45504.35,45500.0,45504.35,0.205315
2021-08-13 06:32:09,45500.19,45510.66,45500.19,45510.66,1.745076
2021-08-13 06:32:10,45510.66,45510.66,45502.7,45510.66,1.634549
2021-08-13 06:32:11,45510.66,45510.66,45510.62,45510.66,0.929598
2021-08-13 06:32:12,45510.63,45511.0,45510.63,45511.0,0.159549
2021-08-13 06:32:13,45510.63,45511.0,45510.63,45510.99,0.100445
2021-08-13 06:32:14,45510.99,45511.03,45502.7,45511.03,0.791558
2021-08-13 06:32:15,45510.99,45512.34,45502.7,45512.34,1.562507
2021-08-13 06:32:16,45511.61,45516.06,45510.94,45516.06,1.529533
2021-08-13 06:32:17,45516.06,45517.24,45511.04,45516.05,0.128467
2021-08-13 06:32:18,45516.05,45519.5,45512.34,45519.5,0.262228
2021-08-13 06:32:19,45512.59,45519.91,45512.58,45518.5,0.265852
2021-08-13 06:32:20,45518.5,45520.0,45502.7,45515.75,12.989853
2021-08-13 06:32:21,45515.68,45520.0,45512.34,45520.0,0.448806
2021-08-13 06:32:22,45520.0,45520.0,45502.7,45519.73,1.721214
2021-08-13 06:32:23,45511.21,45519.73,45502.7,45515.83,0.428985
2021-08-13 06:32:24,45511.14,45520.0,45511.13,45520.0,0.53425
2021-08-13 06:32:25,45519.95,45520.0,45510.43,45519.45,0.263397
2021-08-13 06:32:26,45519.99,45520.0,45500.0,45500.0,12.230765
2021-08-13 06:32:27,45515.09,45515.09,45500.51,45508.56,0.469736
2021-08-13 06:32:28,45508.56,45520.0,45502.18,45519.99,0.99988
2021-08-13 06:32:29,45519.99,45520.0,45509.32,45520.0,0.59682
