datetime,open,high,low,close,volume
2014-01-29,815.99,826.22571,795.0,795.0,18.92440096
2014-01-30,802.4522,815.23135,787.01,808.0,27.02869698
2014-01-31,808.0,812.63409,801.0,812.19037,12.86179583
2014-02-01,807.30274,835.0,803.41261,825.0,6.46833713
2014-02-02,828.99,835.0,814.86431,814.86431,7.247070140000001
2014-02-03,814.86431,819.8,803.64931,819.78,7.2726638800000005
2014-02-04,808.0,819.78,799.579,802.4,11.425936870000001
2014-02-05,802.4,815.89934,802.4,802.5,16.58783411
2014-02-06,802.5,803.72713,767.60884,767.60884,33.59212509
2014-02-07,775.2051,775.2051,666.35039,718.52881,64.82321221000001
2014-02-08,711.41118,730.0,680.01,699.30255,31.04225383
2014-02-09,692.37535,756.0998,684.85098,689.0,38.29127444
2014-02-10,686.83613,748.0,550.0,690.2,29.856668430000003
2014-02-11,690.2,720.0,660.0,700.0,33.33127352
2014-02-12,709.93,709.93,651.30901,670.6659,17.64185053
2014-02-13,671.0,680.0,595.6295,623.94582,44.67622419
2014-02-14,646.34769,710.0,586.43,670.33964,42.44993091
2014-02-15,667.04394,682.78028,646.87689,659.2834,12.18856928
2014-02-16,665.80764,668.82486,600.0,624.73111,21.45359725
2014-02-17,636.26205,679.05833,593.67544,638.1016,36.386257640000004
2014-02-18,639.69685,652.50738,623.0,636.5201,20.84473994
2014-02-19,634.9328,640.0,602.90667,630.16179,13.0034361
2014-02-20,631.74114,641.3624,561.14602,561.14602,52.55553649
2014-02-21,567.26572,597.05351,547.72277,572.2744,25.78998983
2014-02-22,580.86,620.9,567.54517,610.04308,13.25737802
2014-02-23,610.11854,650.27996,600.91198,616.88,21.040155470000002
2014-02-24,610.97061,616.90079,540.63608,572.0,29.67798167
2014-02-25,565.38324,568.09339,450.0,535.59831,60.1436847
2014-02-26,540.89861,650.0,540.89861,587.27133,105.9319009
2014-02-27,599.00654,629.9,580.5,596.48629,45.76669364
2014-02-28,589.08864,599.0,570.0,573.94119,29.32087731
2014-03-01,570.0,605.0,550.0,575.0,8.041681089999999
2014-03-02,575.0,588.079,572.41339,578.0,2.16169433
2014-03-03,583.73562,700.0,583.73562,666.9435,67.8440946
2014-03-04,675.0,720.0,661.47675,680.6,27.72139328
2014-03-05,680.6,690.17141,660.01,680.99,5.23012654
2014-03-06,670.01,693.0,660.1,666.70413,7.4123148400000005
2014-03-07,670.0829,680.463,628.73046,636.20048,10.855449570000001
2014-03-08,648.91429,667.98953,623.0,636.0088,4.19914366
2014-03-09,642.401,658.0,629.05259,647.9349,2.01748158
2014-03-10,641.99,684.5,630.0,642.0757,6.30764832
2014-03-11,656.85761,665.93423,560.0,641.0,18.48654959
2014-03-12,648.14505,660.0,550.275,632.31094,8.3160946
2014-03-13,644.429,657.99101,620.0,653.39758,4.38727322
2014-03-14,653.39758,654.91385,550.0,631.23955,24.63109263
2014-03-15,631.25,646.0,618.29313,646.0,3.1984613299999998
2014-03-16,652.0,652.0,639.0,651.95,7.61949564
2014-03-17,641.14149,641.14149,616.00101,637.73128,1.9084555
2014-03-18,628.0,633.989,610.01,619.78308,9.0488114
2014-03-19,622.0,633.663,612.22,620.062,5.52856344
2014-03-20,621.08659,625.01788,590.0,590.0,7.82790364
2014-03-21,590.0,615.22654,580.0,590.0,16.27100015
2014-03-22,590.0,596.0,554.05,572.29918,11.83805962
2014-03-23,576.36897,596.0,566.35804,568.53521,1.31873908
2014-03-24,574.22,592.53871,554.50454,585.31171,5.68481521
2014-03-25,584.0,591.14973,579.0,584.0,5.97791428
2014-03-26,579.05,641.14149,579.0,585.0851,13.08114995
2014-03-27,585.1,599.27378,500.01,512.7888,35.26377035
2014-03-28,507.71418,553.0,500.0,516.48107,43.588971380000004
2014-03-29,511.37991,518.0,505.0,514.99,6.1079079400000005
2014-03-30,506.17549,506.17549,436.07375,462.47601,33.23922152
2014-03-31,468.76285,530.0,443.35,462.38593,17.54244195
2014-04-01,465.33984,503.23111,465.2,489.0,20.24699944
2014-04-02,489.0,497.1468,443.625,443.625,12.40566408
2014-04-03,440.01,463.7,426.45421,461.85,16.79680298
2014-04-04,454.06034,550.0,440.0,458.84148,19.87883682
2014-04-05,453.38455,467.85,447.56953,462.85193,0.94414487
2014-04-06,467.838,469.43834,450.0,461.81827,5.1169521
2014-04-07,465.49125,475.32049,450.0,462.07946,7.08636684
2014-04-08,465.8142,465.8242,450.0,458.87469,3.46875095
2014-04-09,459.21387,462.09031,450.0,452.99853,1.1321920399999998
2014-04-10,450.01,450.01,368.13673,371.7835,17.22029124
