timestamp,open,high,low,close,volume,imputed
2017-09-06 15:55:00+00:00,,,,,,True
2017-09-06 15:55:01+00:00,4689.0,4689.0,4689.0,4689.0,0.05,False
2017-09-06 15:55:02+00:00,,,,,0.0,True
2017-09-06 15:55:03+00:00,,,,,0.0,True
2017-09-06 15:55:04+00:00,,,,,0.0,True
2017-09-06 15:55:05+00:00,,,,,0.0,True
2017-09-06 15:55:06+00:00,,,,,0.0,True
2017-09-06 15:55:07+00:00,,,,,0.0,True
2017-09-06 15:55:08+00:00,,,,,0.0,True
2017-09-06 15:55:09+00:00,,,,,0.0,True
2017-09-06 15:55:10+00:00,,,,,0.0,True
2017-09-06 15:55:11+00:00,,,,,0.0,True
2017-09-06 15:55:12+00:00,4688.0,4688.0,4688.0,4688.0,0.002,False
2017-09-06 15:55:13+00:00,4685.0,4689.7,4685.0,4689.7,0.69936376,False
2017-09-06 15:55:14+00:00,,,,,0.0,True
2017-09-06 15:55:15+00:00,,,,,0.0,True
2017-09-06 15:55:16+00:00,,,,,0.0,True
2017-09-06 15:55:17+00:00,,,,,0.0,True
2017-09-06 15:55:18+00:00,,,,,0.0,True
2017-09-06 15:55:19+00:00,4689.9,4689.9,4689.9,4689.9,2.35663525,False
2017-09-06 15:55:20+00:00,,,,,0.0,True
2017-09-06 15:55:21+00:00,,,,,0.0,True
2017-09-06 15:55:22+00:00,,,,,0.0,True
2017-09-06 15:55:23+00:00,,,,,0.0,True
2017-09-06 15:55:24+00:00,,,,,0.0,True
2017-09-06 15:55:25+00:00,,,,,0.0,True
2017-09-06 15:55:26+00:00,,,,,0.0,True
2017-09-06 15:55:27+00:00,,,,,0.0,True
2017-09-06 15:55:28+00:00,,,,,0.0,True
2017-09-06 15:55:29+00:00,4685.0,4685.0,4685.0,4685.0,0.9440009899999999,False
2017-09-06 15:55:30+00:00,4681.4,4681.4,4681.4,4681.4,0.21008901,False
2017-09-06 15:55:31+00:00,,,,,0.0,True
2017-09-06 15:55:32+00:00,,,,,0.0,True
2017-09-06 15:55:33+00:00,,,,,0.0,True
2017-09-06 15:55:34+00:00,,,,,0.0,True
2017-09-06 15:55:35+00:00,,,,,0.0,True
2017-09-06 15:55:36+00:00,,,,,0.0,True
2017-09-06 15:55:37+00:00,,,,,0.0,True
2017-09-06 15:55:38+00:00,,,,,0.0,True
2017-09-06 15:55:39+00:00,,,,,0.0,True
2017-09-06 15:55:40+00:00,4681.4,4689.0,4681.4,4689.0,0.486,False
2017-09-06 15:55:41+00:00,,,,,0.0,True
2017-09-06 15:55:42+00:00,,,,,0.0,True
2017-09-06 15:55:43+00:00,,,,,0.0,True
2017-09-06 15:55:44+00:00,,,,,0.0,True
2017-09-06 15:55:45+00:00,,,,,0.0,True
2017-09-06 15:55:46+00:00,,,,,0.0,True
2017-09-06 15:55:47+00:00,,,,,0.0,True
2017-09-06 15:55:48+00:00,,,,,0.0,True
2017-09-06 15:55:49+00:00,,,,,0.0,True
2017-09-06 15:55:50+00:00,,,,,0.0,True
2017-09-06 15:55:51+00:00,,,,,0.0,True
2017-09-06 15:55:52+00:00,,,,,0.0,True
2017-09-06 15:55:53+00:00,,,,,0.0,True
2017-09-06 15:55:54+00:00,,,,,0.0,True
2017-09-06 15:55:55+00:00,,,,,0.0,True
2017-09-06 15:55:56+00:00,,,,,0.0,True
2017-09-06 15:55:57+00:00,,,,,0.0,True
2017-09-06 15:55:58+00:00,,,,,0.0,True
2017-09-06 15:55:59+00:00,,,,,0.0,True
2017-09-06 15:56:00+00:00,,,,,0.0,True
2017-09-06 15:56:01+00:00,,,,,0.0,True
2017-09-06 15:56:02+00:00,,,,,0.0,True
2017-09-06 15:56:03+00:00,4688.0,4688.0,4688.0,4688.0,0.002,False
2017-09-06 15:56:04+00:00,,,,,0.0,True
2017-09-06 15:56:05+00:00,,,,,0.0,True
2017-09-06 15:56:06+00:00,,,,,0.0,True
2017-09-06 15:56:07+00:00,,,,,0.0,True
2017-09-06 15:56:08+00:00,4688.0,4688.0,4688.0,4688.0,0.002,False
2017-09-06 15:56:09+00:00,,,,,0.0,True
2017-09-06 15:56:10+00:00,,,,,0.0,True
2017-09-06 15:56:11+00:00,,,,,0.0,True
2017-09-06 15:56:12+00:00,,,,,0.0,True
2017-09-06 15:56:13+00:00,,,,,0.0,True
2017-09-06 15:56:14+00:00,,,,,0.0,True
2017-09-06 15:56:15+00:00,4685.0,4685.0,4685.0,4685.0,0.484,False
2017-09-06 15:56:16+00:00,,,,,0.0,True
2017-09-06 15:56:17+00:00,,,,,0.0,True
2017-09-06 15:56:18+00:00,,,,,0.0,True
2017-09-06 15:56:19+00:00,,,,,0.0,True
2017-09-06 15:56:20+00:00,,,,,0.0,True
2017-09-06 15:56:21+00:00,,,,,0.0,True
2017-09-06 15:56:22+00:00,4685.0,4685.0,4685.0,4685.0,0.38682363,False
2017-09-06 15:56:23+00:00,,,,,0.0,True
2017-09-06 15:56:24+00:00,,,,,0.0,True
2017-09-06 15:56:25+00:00,,,,,0.0,True
2017-09-06 15:56:26+00:00,,,,,0.0,True
2017-09-06 15:56:27+00:00,,,,,0.0,True
2017-09-06 15:56:28+00:00,,,,,0.0,True
2017-09-06 15:56:29+00:00,,,,,0.0,True
2017-09-06 15:56:30+00:00,,,,,0.0,True
2017-09-06 15:56:31+00:00,,,,,0.0,True
2017-09-06 15:56:32+00:00,,,,,0.0,True
2017-09-06 15:56:33+00:00,,,,,0.0,True
2017-09-06 15:56:34+00:00,,,,,0.0,True
