symbol,sumOpenInterest,sumOpenInterestValue,timestamp
BTCUSDT,80047.93300000,8255872625.20496400,2025-05-10 18:00:00+00:00
BTCUSDT,80082.19400000,8265539505.76080000,2025-05-10 18:05:00+00:00
BTCUSDT,80050.10600000,8263284261.99840000,2025-05-10 18:10:00+00:00
BTCUSDT,80067.68300000,8267312827.00389300,2025-05-10 18:15:00+00:00
BTCUSDT,80081.77300000,8264693432.10595100,2025-05-10 18:20:00+00:00
BTCUSDT,80080.92000000,8259137676.10800000,2025-05-10 18:25:00+00:00
BTCUSDT,80097.75100000,8265474058.12333200,2025-05-10 18:30:00+00:00
BTCUSDT,79965.24400000,8248423288.29580500,2025-05-10 18:35:00+00:00
BTCUSDT,79945.44500000,8240199767.62215900,2025-05-10 18:40:00+00:00
BTCUSDT,79949.75100000,8243142905.88820650,2025-05-10 18:45:00+00:00
BTCUSDT,79854.37200000,8237027185.57097150,2025-05-10 18:50:00+00:00
BTCUSDT,79725.32400000,8231823071.24520000,2025-05-10 18:55:00+00:00
BTCUSDT,79724.46200000,8227947565.70497600,2025-05-10 19:00:00+00:00
BTCUSDT,79714.80500000,8221048759.09022100,2025-05-10 19:05:00+00:00
BTCUSDT,79695.89100000,8213872945.09320000,2025-05-10 19:10:00+00:00
BTCUSDT,79695.22200000,8212568718.53340000,2025-05-10 19:15:00+00:00
BTCUSDT,79701.15800000,8222369104.81714500,2025-05-10 19:20:00+00:00
BTCUSDT,79696.21100000,8221698759.49305300,2025-05-10 19:25:00+00:00
BTCUSDT,79685.70800000,8221859845.14979600,2025-05-10 19:30:00+00:00
BTCUSDT,79705.21200000,8229511066.37188700,2025-05-10 19:35:00+00:00
BTCUSDT,79696.60300000,8226689814.33530000,2025-05-10 19:40:00+00:00
BTCUSDT,79696.42400000,8225747399.94006250,2025-05-10 19:45:00+00:00
BTCUSDT,79692.26900000,8224648591.37190000,2025-05-10 19:50:00+00:00
BTCUSDT,79714.19400000,8222895926.73762200,2025-05-10 19:55:00+00:00
BTCUSDT,79708.53100000,8221823380.70660000,2025-05-10 20:00:00+00:00
BTCUSDT,79709.89300000,8217787070.70660000,2025-05-10 20:05:00+00:00
BTCUSDT,79713.29300000,8219939029.83027200,2025-05-10 20:10:00+00:00
BTCUSDT,79721.54700000,8225234841.88022300,2025-05-10 20:15:00+00:00
BTCUSDT,79733.36800000,8228972736.61247000,2025-05-10 20:20:00+00:00
BTCUSDT,79724.27800000,8226796081.38680000,2025-05-10 20:25:00+00:00
BTCUSDT,79717.89900000,8224838426.79570000,2025-05-10 20:30:00+00:00
BTCUSDT,79720.47600000,8225296990.77931900,2025-05-10 20:35:00+00:00
BTCUSDT,79761.44100000,8232648918.11190000,2025-05-10 20:40:00+00:00
BTCUSDT,79764.20800000,8236284613.24320000,2025-05-10 20:45:00+00:00
BTCUSDT,79760.14000000,8235872536.12000000,2025-05-10 20:50:00+00:00
BTCUSDT,79735.91900000,8234808331.28245100,2025-05-10 20:55:00+00:00
BTCUSDT,79721.43000000,8222858925.20700000,2025-05-10 21:00:00+00:00
BTCUSDT,79727.53300000,8229397560.40801050,2025-05-10 21:05:00+00:00
BTCUSDT,79724.52100000,8224429421.07260000,2025-05-10 21:10:00+00:00
BTCUSDT,79715.81000000,8228852481.10211850,2025-05-10 21:15:00+00:00
BTCUSDT,79704.58900000,8225872657.15047000,2025-05-10 21:20:00+00:00
BTCUSDT,79701.73300000,8225067412.30730000,2025-05-10 21:25:00+00:00
BTCUSDT,79669.89300000,8220449046.95646700,2025-05-10 21:30:00+00:00
BTCUSDT,79662.53900000,8221023277.01067600,2025-05-10 21:35:00+00:00
BTCUSDT,79650.91800000,8221328174.72839600,2025-05-10 21:40:00+00:00
BTCUSDT,79538.37000000,8219447432.77800000,2025-05-10 21:45:00+00:00
BTCUSDT,79601.63000000,8238219453.75300000,2025-05-10 21:50:00+00:00
BTCUSDT,79574.50300000,8237425231.35520000,2025-05-10 21:55:00+00:00
BTCUSDT,79592.46800000,8256311706.22028000,2025-05-10 22:00:00+00:00
BTCUSDT,79761.62600000,8262746122.21800000,2025-05-10 22:05:00+00:00
BTCUSDT,79795.08600000,8267159866.12098600,2025-05-10 22:10:00+00:00
BTCUSDT,79800.86700000,8263533497.73980000,2025-05-10 22:15:00+00:00
BTCUSDT,79788.98300000,8271324922.69500000,2025-05-10 22:20:00+00:00
BTCUSDT,79799.65200000,8268831960.27480000,2025-05-10 22:25:00+00:00
BTCUSDT,79784.28000000,8264135506.68000000,2025-05-10 22:30:00+00:00
BTCUSDT,79778.37700000,8270624343.59000000,2025-05-10 22:35:00+00:00
BTCUSDT,79651.93900000,8260543289.81200000,2025-05-10 22:40:00+00:00
BTCUSDT,79644.81700000,8252315350.90277700,2025-05-10 22:45:00+00:00
BTCUSDT,79610.52900000,8250285912.90990000,2025-05-10 22:50:00+00:00
BTCUSDT,79620.12800000,8251083884.83172000,2025-05-10 22:55:00+00:00
BTCUSDT,79606.43500000,8243341871.97200000,2025-05-10 23:00:00+00:00
BTCUSDT,79559.79800000,8239141762.54424600,2025-05-10 23:05:00+00:00
BTCUSDT,79501.14400000,8240670046.64258200,2025-05-10 23:10:00+00:00
BTCUSDT,79639.99600000,8279477516.15480000,2025-05-10 23:15:00+00:00
BTCUSDT,79489.56000000,8323044397.40644300,2025-05-10 23:20:00+00:00
BTCUSDT,80168.84700000,8410666059.57930000,2025-05-10 23:25:00+00:00
BTCUSDT,80171.52000000,8400325195.89903100,2025-05-10 23:30:00+00:00
BTCUSDT,79704.13900000,8321693951.81470000,2025-05-10 23:35:00+00:00
BTCUSDT,79788.21100000,8338828580.45658800,2025-05-10 23:40:00+00:00
BTCUSDT,79809.70800000,8328687508.97780800,2025-05-10 23:45:00+00:00
BTCUSDT,79930.29700000,8357550165.49484350,2025-05-10 23:50:00+00:00
BTCUSDT,80013.34900000,8378730198.26885800,2025-05-10 23:55:00+00:00
BTCUSDT,79950.71800000,8377955788.50200000,2025-05-11 00:00:00+00:00
BTCUSDT,80209.07900000,8409116704.03460600,2025-05-11 00:05:00+00:00
BTCUSDT,80293.70000000,8414137410.40000000,2025-05-11 00:10:00+00:00
BTCUSDT,80278.92700000,8397296182.59050000,2025-05-11 00:15:00+00:00
BTCUSDT,80008.95800000,8356311593.22760000,2025-05-11 00:20:00+00:00
BTCUSDT,79991.99200000,8356679945.34867100,2025-05-11 00:25:00+00:00
BTCUSDT,79734.42100000,8284414315.34210000,2025-05-11 00:30:00+00:00
BTCUSDT,79653.63200000,8304608018.68800000,2025-05-11 00:35:00+00:00
BTCUSDT,79638.33700000,8290369927.67019600,2025-05-11 00:40:00+00:00
BTCUSDT,79619.00600000,8310257636.95180000,2025-05-11 00:45:00+00:00
BTCUSDT,79644.83400000,8325425823.20460000,2025-05-11 00:50:00+00:00
BTCUSDT,79566.16400000,8304320536.68000000,2025-05-11 00:55:00+00:00
BTCUSDT,79520.47300000,8300777280.35707200,2025-05-11 01:00:00+00:00
BTCUSDT,79363.32600000,8272579139.59680000,2025-05-11 01:05:00+00:00
BTCUSDT,79354.55400000,8280409646.23800000,2025-05-11 01:10:00+00:00
BTCUSDT,79310.38400000,8284175178.72901600,2025-05-11 01:15:00+00:00
BTCUSDT,79333.92300000,8274464701.76160000,2025-05-11 01:20:00+00:00
BTCUSDT,79337.95300000,8268633196.84120000,2025-05-11 01:25:00+00:00
BTCUSDT,79299.62200000,8274654625.17787300,2025-05-11 01:30:00+00:00
BTCUSDT,79270.70200000,8277764487.30865500,2025-05-11 01:35:00+00:00
BTCUSDT,79236.02200000,8274023507.29500000,2025-05-11 01:40:00+00:00
BTCUSDT,79196.48000000,8265348326.36298750,2025-05-11 01:45:00+00:00
BTCUSDT,79148.61200000,8247768176.93320000,2025-05-11 01:50:00+00:00
BTCUSDT,78868.13900000,8206829260.80640000,2025-05-11 01:55:00+00:00
BTCUSDT,78853.33400000,8208009128.06140000,2025-05-11 02:00:00+00:00
BTCUSDT,78747.28500000,8184095083.85100000,2025-05-11 02:05:00+00:00
BTCUSDT,78686.60300000,8179346483.28520000,2025-05-11 02:10:00+00:00
BTCUSDT,78683.41000000,8180879372.86100000,2025-05-11 02:15:00+00:00
BTCUSDT,78675.16800000,8187425768.12160000,2025-05-11 02:20:00+00:00
BTCUSDT,78722.47200000,8202543075.77040000,2025-05-11 02:25:00+00:00
BTCUSDT,78769.65200000,8200322498.42520000,2025-05-11 02:30:00+00:00
BTCUSDT,78705.87800000,8201168228.77560000,2025-05-11 02:35:00+00:00
BTCUSDT,78735.75100000,8201147318.46040000,2025-05-11 02:40:00+00:00
BTCUSDT,78657.83400000,8181437287.84200000,2025-05-11 02:45:00+00:00
BTCUSDT,78630.83000000,8174780723.40345800,2025-05-11 02:50:00+00:00
BTCUSDT,78439.61700000,8121630100.21830000,2025-05-11 02:55:00+00:00
BTCUSDT,78418.40800000,8133514515.00859000,2025-05-11 03:00:00+00:00
BTCUSDT,78435.10500000,8129277837.79344900,2025-05-11 03:05:00+00:00
BTCUSDT,78423.76500000,8140634966.50202600,2025-05-11 03:10:00+00:00
BTCUSDT,78423.41700000,8140565068.36509300,2025-05-11 03:15:00+00:00
BTCUSDT,78427.46800000,8150876558.50430700,2025-05-11 03:20:00+00:00
BTCUSDT,78436.76700000,8151071224.52805000,2025-05-11 03:25:00+00:00
BTCUSDT,78458.49900000,8155282577.17509800,2025-05-11 03:30:00+00:00
BTCUSDT,78438.56000000,8143789365.72800000,2025-05-11 03:35:00+00:00
BTCUSDT,78429.29900000,8145102303.18720000,2025-05-11 03:40:00+00:00
BTCUSDT,78398.71700000,8153300707.84444000,2025-05-11 03:45:00+00:00
BTCUSDT,78484.13100000,8168848110.04680000,2025-05-11 03:50:00+00:00
BTCUSDT,78498.66100000,8162683264.08500000,2025-05-11 03:55:00+00:00
BTCUSDT,78472.95500000,8159592433.10357700,2025-05-11 04:00:00+00:00
BTCUSDT,78452.20900000,8160512482.75010000,2025-05-11 04:05:00+00:00
BTCUSDT,78440.67100000,8161642000.61060000,2025-05-11 04:10:00+00:00
BTCUSDT,78739.79500000,8212088179.73000000,2025-05-11 04:15:00+00:00
BTCUSDT,78780.06800000,8215185491.04000000,2025-05-11 04:20:00+00:00
BTCUSDT,78796.29400000,8210755066.27620000,2025-05-11 04:25:00+00:00
BTCUSDT,78804.86000000,8210875375.55000000,2025-05-11 04:30:00+00:00
BTCUSDT,78809.50200000,8210631064.62785200,2025-05-11 04:35:00+00:00
BTCUSDT,78792.10400000,8197702772.81487750,2025-05-11 04:40:00+00:00
BTCUSDT,78784.45400000,8203431272.75000000,2025-05-11 04:45:00+00:00
BTCUSDT,78783.55900000,8205528263.81520000,2025-05-11 04:50:00+00:00
BTCUSDT,78784.46800000,8202329278.85188400,2025-05-11 04:55:00+00:00
BTCUSDT,78786.67300000,8203110819.41400000,2025-05-11 05:00:00+00:00
BTCUSDT,78811.44900000,8205960049.52688600,2025-05-11 05:05:00+00:00
BTCUSDT,78824.14200000,8203062927.24180000,2025-05-11 05:10:00+00:00
BTCUSDT,78820.60700000,8203191617.03940000,2025-05-11 05:15:00+00:00
BTCUSDT,78787.81600000,8193103061.87244000,2025-05-11 05:20:00+00:00
BTCUSDT,78772.66700000,8188385869.32347100,2025-05-11 05:25:00+00:00
BTCUSDT,78648.34700000,8166466840.41440000,2025-05-11 05:30:00+00:00
BTCUSDT,78626.44100000,8173689364.20069100,2025-05-11 05:35:00+00:00
BTCUSDT,78714.25400000,8180717318.24220000,2025-05-11 05:40:00+00:00
BTCUSDT,78692.93000000,8179461183.59500000,2025-05-11 05:45:00+00:00
BTCUSDT,78689.65800000,8172707879.88000000,2025-05-11 05:50:00+00:00
BTCUSDT,78669.64100000,8170064362.95905200,2025-05-11 05:55:00+00:00
BTCUSDT,78683.80800000,8167371402.01920000,2025-05-11 06:00:00+00:00
BTCUSDT,78656.01600000,8167727223.05760000,2025-05-11 06:05:00+00:00
BTCUSDT,78621.57100000,8164488709.60580300,2025-05-11 06:10:00+00:00
BTCUSDT,78613.22800000,8156369274.17649000,2025-05-11 06:15:00+00:00
BTCUSDT,78607.87400000,8168482201.19820000,2025-05-11 06:20:00+00:00
BTCUSDT,78605.37700000,8165665861.74054300,2025-05-11 06:25:00+00:00
BTCUSDT,78608.34300000,8167725660.89202800,2025-05-11 06:30:00+00:00
BTCUSDT,78502.00100000,8159419481.93900000,2025-05-11 06:35:00+00:00
BTCUSDT,78530.17000000,8154265554.00210000,2025-05-11 06:40:00+00:00
BTCUSDT,78443.72600000,8136104816.99400000,2025-05-11 06:45:00+00:00
BTCUSDT,78428.72600000,8125713171.30516100,2025-05-11 06:50:00+00:00
BTCUSDT,78475.48900000,8138457537.72300000,2025-05-11 06:55:00+00:00
BTCUSDT,78444.31700000,8143590216.88445300,2025-05-11 07:00:00+00:00
BTCUSDT,78468.83000000,8138708165.10273000,2025-05-11 07:05:00+00:00
BTCUSDT,78539.79500000,8135421296.41513500,2025-05-11 07:10:00+00:00
BTCUSDT,78577.83900000,8144993759.32890000,2025-05-11 07:15:00+00:00
BTCUSDT,78569.74600000,8142159207.05620000,2025-05-11 07:20:00+00:00
BTCUSDT,78556.68700000,8150154261.85281850,2025-05-11 07:25:00+00:00
BTCUSDT,78614.39000000,8146431886.62800000,2025-05-11 07:30:00+00:00
BTCUSDT,78611.60900000,8143801078.99860000,2025-05-11 07:35:00+00:00
BTCUSDT,78652.09900000,8144258122.67850700,2025-05-11 07:40:00+00:00
BTCUSDT,78668.02200000,8132205060.77316100,2025-05-11 07:45:00+00:00
BTCUSDT,78706.07600000,8145732082.75146900,2025-05-11 07:50:00+00:00
BTCUSDT,79323.18000000,8199637116.60000000,2025-05-11 07:55:00+00:00
BTCUSDT,79604.71800000,8226104783.49420000,2025-05-11 08:00:00+00:00
BTCUSDT,79408.86700000,8229252424.73227100,2025-05-11 08:05:00+00:00
BTCUSDT,79244.33600000,8218438010.99360000,2025-05-11 08:10:00+00:00
BTCUSDT,79157.20700000,8212962520.09741000,2025-05-11 08:15:00+00:00
BTCUSDT,78821.76600000,8186420734.58340000,2025-05-11 08:20:00+00:00
BTCUSDT,78746.85700000,8182008805.79466150,2025-05-11 08:25:00+00:00
BTCUSDT,78745.02800000,8174718957.34210900,2025-05-11 08:30:00+00:00
BTCUSDT,78647.54000000,8159682275.00000000,2025-05-11 08:35:00+00:00
BTCUSDT,78949.71500000,8191563705.47143650,2025-05-11 08:40:00+00:00
BTCUSDT,79156.29300000,8225490384.07280100,2025-05-11 08:45:00+00:00
BTCUSDT,79152.70400000,8214380553.14560000,2025-05-11 08:50:00+00:00
BTCUSDT,79168.77300000,8221002240.55413300,2025-05-11 08:55:00+00:00
BTCUSDT,79160.68800000,8216112600.87704800,2025-05-11 09:00:00+00:00
BTCUSDT,79180.71600000,8225706823.51160200,2025-05-11 09:05:00+00:00
BTCUSDT,79304.09500000,8246705952.49800000,2025-05-11 09:10:00+00:00
BTCUSDT,79503.99800000,8286171643.39962600,2025-05-11 09:15:00+00:00
BTCUSDT,79543.25000000,8285136643.99646100,2025-05-11 09:20:00+00:00
BTCUSDT,79571.03700000,8285326270.52130000,2025-05-11 09:25:00+00:00
BTCUSDT,79685.70700000,8308158694.27398400,2025-05-11 09:30:00+00:00
BTCUSDT,79708.02400000,8307066640.84880000,2025-05-11 09:35:00+00:00
BTCUSDT,79721.12300000,8310607300.06105200,2025-05-11 09:40:00+00:00
BTCUSDT,79743.28200000,8312138095.38393000,2025-05-11 09:45:00+00:00
BTCUSDT,79769.50100000,8319791438.34790000,2025-05-11 09:50:00+00:00
BTCUSDT,79843.74500000,8336123449.32848550,2025-05-11 09:55:00+00:00
BTCUSDT,79847.53500000,8329143903.20850000,2025-05-11 10:00:00+00:00
BTCUSDT,79787.80300000,8323802966.43310900,2025-05-11 10:05:00+00:00
BTCUSDT,79782.64300000,8326523514.95930000,2025-05-11 10:10:00+00:00
BTCUSDT,79839.67400000,8322647297.10800000,2025-05-11 10:15:00+00:00
BTCUSDT,79870.32000000,8322615136.51200000,2025-05-11 10:20:00+00:00
BTCUSDT,80054.54500000,8360400976.25660800,2025-05-11 10:25:00+00:00
BTCUSDT,80065.62300000,8363398650.51843000,2025-05-11 10:30:00+00:00
BTCUSDT,80151.27000000,8372104726.32600000,2025-05-11 10:35:00+00:00
BTCUSDT,80083.93800000,8358998227.40070200,2025-05-11 10:40:00+00:00
BTCUSDT,80100.92800000,8358168806.62461400,2025-05-11 10:45:00+00:00
BTCUSDT,79983.51100000,8347983021.63430000,2025-05-11 10:50:00+00:00
BTCUSDT,80022.01100000,8354365363.34887900,2025-05-11 10:55:00+00:00
BTCUSDT,80408.11300000,8412716656.85660300,2025-05-11 11:00:00+00:00
BTCUSDT,80765.65400000,8451560331.52200000,2025-05-11 11:05:00+00:00
BTCUSDT,80711.84500000,8436034324.13800000,2025-05-11 11:10:00+00:00
BTCUSDT,80257.34900000,8377984404.76100000,2025-05-11 11:15:00+00:00
BTCUSDT,80240.12200000,8377822993.94680000,2025-05-11 11:20:00+00:00
BTCUSDT,80269.36300000,8378957591.43650000,2025-05-11 11:25:00+00:00
BTCUSDT,80279.56200000,8389045821.67617600,2025-05-11 11:30:00+00:00
BTCUSDT,80268.50600000,8383018014.82320000,2025-05-11 11:35:00+00:00
BTCUSDT,80267.10800000,8378938923.32560000,2025-05-11 11:40:00+00:00
BTCUSDT,80309.90700000,8390884197.97119500,2025-05-11 11:45:00+00:00
BTCUSDT,80288.56800000,8383419145.14480000,2025-05-11 11:50:00+00:00
BTCUSDT,80384.66900000,8399804025.62190000,2025-05-11 11:55:00+00:00
BTCUSDT,80523.27200000,8424017669.03640300,2025-05-11 12:00:00+00:00
BTCUSDT,80518.03400000,8424851503.32540000,2025-05-11 12:05:00+00:00
BTCUSDT,81035.01900000,8489476693.24346800,2025-05-11 12:10:00+00:00
BTCUSDT,81070.73600000,8497162613.87358700,2025-05-11 12:15:00+00:00
BTCUSDT,81176.20500000,8497249140.30300000,2025-05-11 12:20:00+00:00
BTCUSDT,81214.07100000,8499279929.54880000,2025-05-11 12:25:00+00:00
BTCUSDT,81242.23300000,8501032900.87730000,2025-05-11 12:30:00+00:00
BTCUSDT,81266.41200000,8512131631.81181050,2025-05-11 12:35:00+00:00
BTCUSDT,81348.61800000,8518493747.62620000,2025-05-11 12:40:00+00:00
BTCUSDT,81265.10300000,8495502626.68180000,2025-05-11 12:45:00+00:00
BTCUSDT,81291.67100000,8510197420.31120000,2025-05-11 12:50:00+00:00
BTCUSDT,81315.67300000,8514532602.64113900,2025-05-11 12:55:00+00:00
BTCUSDT,81301.81000000,8501213334.17225500,2025-05-11 13:00:00+00:00
BTCUSDT,81336.91900000,8508021809.69662300,2025-05-11 13:05:00+00:00
BTCUSDT,81366.76500000,8512753704.63386400,2025-05-11 13:10:00+00:00
BTCUSDT,81384.45500000,8509566753.24550000,2025-05-11 13:15:00+00:00
BTCUSDT,81398.10700000,8508837157.89520000,2025-05-11 13:20:00+00:00
BTCUSDT,81428.24700000,8503855973.13817000,2025-05-11 13:25:00+00:00
BTCUSDT,81354.31400000,8485100377.00340000,2025-05-11 13:30:00+00:00
BTCUSDT,81348.36900000,8493422408.97563400,2025-05-11 13:35:00+00:00
BTCUSDT,81411.46500000,8505345220.87736600,2025-05-11 13:40:00+00:00
BTCUSDT,81254.66100000,8473341680.13930000,2025-05-11 13:45:00+00:00
BTCUSDT,81270.05000000,8471524995.96000000,2025-05-11 13:50:00+00:00
BTCUSDT,81330.69200000,8484970838.14560000,2025-05-11 13:55:00+00:00
BTCUSDT,80945.78300000,8413002821.16540000,2025-05-11 14:00:00+00:00
BTCUSDT,81090.48600000,8434286321.24880000,2025-05-11 14:05:00+00:00
BTCUSDT,81506.79100000,8474318273.01727900,2025-05-11 14:10:00+00:00
BTCUSDT,81670.38800000,8485553313.20000000,2025-05-11 14:15:00+00:00
BTCUSDT,81869.90700000,8500544256.81930000,2025-05-11 14:20:00+00:00
BTCUSDT,81987.24000000,8521663585.08562700,2025-05-11 14:25:00+00:00
BTCUSDT,81906.89700000,8507697318.37706850,2025-05-11 14:30:00+00:00
BTCUSDT,81952.78600000,8527211969.13580000,2025-05-11 14:35:00+00:00
BTCUSDT,81940.28100000,8534875086.87570000,2025-05-11 14:40:00+00:00
BTCUSDT,81941.77300000,8538308164.06810000,2025-05-11 14:45:00+00:00
BTCUSDT,81940.73800000,8535960596.45134700,2025-05-11 14:50:00+00:00
BTCUSDT,82049.42900000,8541793720.31323500,2025-05-11 14:55:00+00:00
BTCUSDT,82101.00300000,8547806355.63990000,2025-05-11 15:00:00+00:00
BTCUSDT,82054.50300000,8552662994.43918200,2025-05-11 15:05:00+00:00
BTCUSDT,82030.50800000,8558732513.29069400,2025-05-11 15:10:00+00:00
BTCUSDT,82227.62500000,8589198642.35028200,2025-05-11 15:15:00+00:00
BTCUSDT,82229.21000000,8596044660.14156700,2025-05-11 15:20:00+00:00
BTCUSDT,82320.44500000,8592431507.53675800,2025-05-11 15:25:00+00:00
BTCUSDT,82286.37600000,8582592474.09121700,2025-05-11 15:30:00+00:00
BTCUSDT,82245.66200000,8583408236.01187600,2025-05-11 15:35:00+00:00
BTCUSDT,82257.25600000,8575269583.64640000,2025-05-11 15:40:00+00:00
BTCUSDT,82245.46700000,8572288759.02270000,2025-05-11 15:45:00+00:00
BTCUSDT,82055.10700000,8540648373.52010000,2025-05-11 15:50:00+00:00
BTCUSDT,82098.96300000,8528317127.99550000,2025-05-11 15:55:00+00:00
BTCUSDT,82055.94000000,8541127836.79585300,2025-05-11 16:00:00+00:00
BTCUSDT,82081.66500000,8531691382.59750000,2025-05-11 16:05:00+00:00
BTCUSDT,81941.22500000,8507711568.07500000,2025-05-11 16:10:00+00:00
BTCUSDT,81937.40300000,8519982263.78480000,2025-05-11 16:15:00+00:00
BTCUSDT,81827.85400000,8498084487.03280000,2025-05-11 16:20:00+00:00
BTCUSDT,81766.97200000,8505024299.36880000,2025-05-11 16:25:00+00:00
BTCUSDT,81776.09500000,8507510622.44900000,2025-05-11 16:30:00+00:00
BTCUSDT,81811.96500000,8504862647.28951500,2025-05-11 16:35:00+00:00
BTCUSDT,81805.00500000,8499258779.82040000,2025-05-11 16:40:00+00:00
BTCUSDT,81798.47900000,8499407739.11001300,2025-05-11 16:45:00+00:00
BTCUSDT,81786.99700000,8487013742.77148900,2025-05-11 16:50:00+00:00
BTCUSDT,81751.94200000,8492180705.05868000,2025-05-11 16:55:00+00:00
BTCUSDT,81724.05800000,8494504829.79540000,2025-05-11 17:00:00+00:00
BTCUSDT,81705.80400000,8492838388.73432400,2025-05-11 17:05:00+00:00
BTCUSDT,81691.67900000,8489075486.35096200,2025-05-11 17:10:00+00:00
BTCUSDT,81671.14500000,8492680185.31350000,2025-05-11 17:15:00+00:00
BTCUSDT,81633.04900000,8496023663.71727500,2025-05-11 17:20:00+00:00
BTCUSDT,81625.00200000,8471793252.70696300,2025-05-11 17:25:00+00:00
BTCUSDT,81590.86900000,8475283532.03526200,2025-05-11 17:30:00+00:00
BTCUSDT,81561.55900000,8467386652.98810000,2025-05-11 17:35:00+00:00
BTCUSDT,81517.56600000,8469870749.55840000,2025-05-11 17:40:00+00:00
BTCUSDT,81516.19600000,8475410082.13160000,2025-05-11 17:45:00+00:00
BTCUSDT,81503.87600000,8473957987.72000000,2025-05-11 17:50:00+00:00
BTCUSDT,81469.97300000,8473765214.70570000,2025-05-11 17:55:00+00:00
BTCUSDT,81466.90200000,8471572308.78959750,2025-05-11 18:00:00+00:00
BTCUSDT,81509.26500000,8469309275.65368500,2025-05-11 18:05:00+00:00
BTCUSDT,81458.11000000,8462870401.55300000,2025-05-11 18:10:00+00:00
BTCUSDT,81430.64200000,8458805063.92685400,2025-05-11 18:15:00+00:00
BTCUSDT,81374.18200000,8459190869.51795000,2025-05-11 18:20:00+00:00
BTCUSDT,81392.08600000,8460708641.97337600,2025-05-11 18:25:00+00:00
BTCUSDT,81391.85300000,8455092942.86956100,2025-05-11 18:30:00+00:00
BTCUSDT,81382.94600000,8456444950.79780000,2025-05-11 18:35:00+00:00
BTCUSDT,81592.52200000,8514636588.82320000,2025-05-11 18:40:00+00:00
BTCUSDT,81818.77900000,8545428724.34761400,2025-05-11 18:45:00+00:00
BTCUSDT,82147.23200000,8599549391.45106100,2025-05-11 18:50:00+00:00
BTCUSDT,82269.49900000,8611015421.60742200,2025-05-11 18:55:00+00:00
BTCUSDT,82195.60100000,8588667665.85060000,2025-05-11 19:00:00+00:00
BTCUSDT,82214.66400000,8588176687.30560000,2025-05-11 19:05:00+00:00
BTCUSDT,82043.14000000,8569890027.52600000,2025-05-11 19:10:00+00:00
BTCUSDT,82067.10100000,8579862343.15591600,2025-05-11 19:15:00+00:00
BTCUSDT,82085.52300000,8575293999.65940000,2025-05-11 19:20:00+00:00
BTCUSDT,82058.78600000,8568750757.57060000,2025-05-11 19:25:00+00:00
BTCUSDT,82040.25800000,8572189661.80080000,2025-05-11 19:30:00+00:00
BTCUSDT,82036.99100000,8578575352.51223400,2025-05-11 19:35:00+00:00
BTCUSDT,82043.86400000,8573001276.56560000,2025-05-11 19:40:00+00:00
BTCUSDT,82033.15100000,8565411031.43028500,2025-05-11 19:45:00+00:00
BTCUSDT,82021.30600000,8574887555.71662400,2025-05-11 19:50:00+00:00
BTCUSDT,81981.12500000,8557476628.96092100,2025-05-11 19:55:00+00:00
BTCUSDT,81881.64700000,8546888933.92551800,2025-05-11 20:00:00+00:00
BTCUSDT,81868.41900000,8535983209.33158700,2025-05-11 20:05:00+00:00
BTCUSDT,81866.58200000,8531630775.56165200,2025-05-11 20:10:00+00:00
BTCUSDT,81861.91800000,8541447965.54460000,2025-05-11 20:15:00+00:00
BTCUSDT,81868.93800000,8540281070.87700000,2025-05-11 20:20:00+00:00
BTCUSDT,81872.63500000,8536855128.87687200,2025-05-11 20:25:00+00:00
BTCUSDT,81846.84800000,8538729705.94522400,2025-05-11 20:30:00+00:00
BTCUSDT,81795.99300000,8534978350.78710000,2025-05-11 20:35:00+00:00
BTCUSDT,81796.49900000,8534182014.11831000,2025-05-11 20:40:00+00:00
BTCUSDT,81796.23900000,8527233376.87830000,2025-05-11 20:45:00+00:00
BTCUSDT,81787.92200000,8524570678.88885200,2025-05-11 20:50:00+00:00
BTCUSDT,81773.47600000,8522244751.73774200,2025-05-11 20:55:00+00:00
BTCUSDT,81743.00500000,8520530741.05013100,2025-05-11 21:00:00+00:00
BTCUSDT,81741.15100000,8516152772.24440000,2025-05-11 21:05:00+00:00
BTCUSDT,81671.76100000,8495455743.33950000,2025-05-11 21:10:00+00:00
BTCUSDT,81536.08900000,8477682239.33940000,2025-05-11 21:15:00+00:00
BTCUSDT,81523.25900000,8492172532.44186500,2025-05-11 21:20:00+00:00
BTCUSDT,81499.64200000,8490415282.29918200,2025-05-11 21:25:00+00:00
BTCUSDT,81497.92400000,8487341809.72355800,2025-05-11 21:30:00+00:00
BTCUSDT,81480.78200000,8479077580.71860000,2025-05-11 21:35:00+00:00
BTCUSDT,81469.99200000,8477142200.74749400,2025-05-11 21:40:00+00:00
BTCUSDT,81461.66700000,8475442904.18070000,2025-05-11 21:45:00+00:00
BTCUSDT,81466.29700000,8478116062.49300000,2025-05-11 21:50:00+00:00
BTCUSDT,81497.39100000,8501157918.72666300,2025-05-11 21:55:00+00:00
BTCUSDT,81553.68200000,8507198939.51620000,2025-05-11 22:00:00+00:00
BTCUSDT,81616.52800000,8484870574.18560000,2025-05-11 22:05:00+00:00
BTCUSDT,81626.00000000,8484720683.80000000,2025-05-11 22:10:00+00:00
BTCUSDT,81632.10300000,8495920531.03732200,2025-05-11 22:15:00+00:00
